loc,complexity,churn,commit_frequency,developer_activity,files_modified,historical_defects,defect
397,2,90,17,13,2,5,1
19,2,72,7,60,5,3,1
298,13,147,27,29,1,5,1
18,18,44,10,3,10,5,1
400,33,104,7,70,4,1,1
121,20,145,20,74,5,1,1
304,6,55,25,20,4,4,1
440,25,31,8,70,4,4,1
393,9,123,15,32,5,4,1
282,31,101,7,25,9,1,1
232,22,134,23,51,10,1,1
102,29,114,17,51,5,2,1
213,15,44,18,56,6,0,1
89,2,148,14,1,5,2,1
464,10,98,3,22,2,2,1
396,8,150,18,14,4,0,1
229,2,52,26,87,3,0,1
153,27,92,14,25,2,3,1
124,12,83,30,47,3,3,1
263,14,113,3,1,6,4,1
270,38,109,12,74,9,4,1
185,3,40,29,64,9,0,1
202,17,96,5,100,10,5,1
218,13,130,10,20,1,2,1
237,26,60,10,24,5,2,1
141,9,73,22,76,7,1,1
356,13,108,23,25,6,1,1
364,4,29,23,3,8,0,1
448,31,15,29,11,3,2,1
31,14,102,21,23,5,4,1
72,27,88,15,49,2,5,1
489,24,60,24,77,4,3,1
480,32,37,18,31,9,5,1
231,13,49,9,17,5,5,1
152,23,13,15,78,2,2,1
297,33,27,5,96,7,2,1
176,36,42,3,38,9,3,1
427,2,1,18,15,7,4,1
367,16,49,12,35,2,3,1
484,10,37,28,42,3,3,1
52,1,105,2,84,5,4,1
463,4,7,22,80,10,1,1
177,10,57,30,41,9,3,1
325,9,63,19,22,5,1,1
74,25,141,11,12,3,2,1
463,12,143,17,77,1,2,1
480,33,72,29,9,2,4,1
107,20,22,15,75,3,4,1
477,13,82,6,70,8,0,1
217,7,95,13,80,9,5,1
31,19,80,22,57,2,0,1
418,39,49,13,62,4,0,1
348,36,47,21,46,4,2,1
317,19,115,9,39,5,0,1
193,32,104,15,65,1,4,1
315,9,48,27,86,5,0,1
206,26,35,10,82,10,0,1
465,40,136,1,8,3,4,1
157,33,52,5,29,8,3,1
260,4,140,5,76,7,3,1
23,35,128,15,54,5,2,1
16,16,133,20,94,1,5,1
225,20,128,24,71,2,0,1
447,23,125,26,11,10,3,1
84,25,52,30,91,2,1,1
113,5,141,2,56,4,5,1
264,29,68,19,70,8,2,1
56,21,12,6,32,5,4,1
338,27,11,1,86,2,2,1
446,2,20,10,79,1,5,1
73,4,53,9,69,10,0,1
462,2,44,24,69,2,0,1
365,5,97,1,77,7,2,0
351,39,98,2,31,3,1,1
91,15,67,21,7,6,3,1
419,29,53,24,83,9,1,1
28,24,94,2,63,3,3,1
113,39,57,12,50,4,5,1
191,23,42,6,35,2,4,1
106,17,93,14,48,5,5,1
443,17,131,4,50,1,2,1
404,28,23,27,48,8,1,1
346,23,66,7,29,10,5,1
350,36,111,20,35,2,4,1
162,30,54,12,17,4,5,1
122,38,122,12,7,6,0,1
63,2,101,9,39,2,2,1
132,16,32,17,24,6,0,1
118,14,84,30,2,1,3,1
83,8,32,1,6,5,2,1
368,39,47,2,36,9,5,1
71,9,135,11,19,1,4,1
278,35,144,19,1,10,5,1
412,20,132,12,45,5,5,1
320,40,90,30,68,6,2,1
47,21,56,26,19,9,1,1
325,11,61,11,23,4,2,1
314,35,22,30,82,2,4,1
221,31,132,1,68,9,3,1
53,32,108,2,72,6,3,1
454,31,70,19,73,4,3,1
98,23,2,15,25,2,3,1
325,40,11,13,3,1,5,1
273,20,33,16,74,8,0,1
392,39,58,28,50,8,4,1
390,35,103,15,53,10,2,1
394,34,85,18,8,3,2,1
269,7,78,19,4,4,2,1
271,10,63,29,50,8,0,1
334,6,150,27,28,4,2,1
25,3,128,19,79,7,0,1
368,20,94,17,80,1,3,1
490,4,110,9,68,6,5,1
114,10,1,1,10,10,5,1
81,28,4,2,88,5,0,0
254,5,33,4,64,2,1,1
208,36,75,23,94,5,5,1
230,19,68,28,37,8,2,0
442,32,81,12,20,8,0,1
416,30,57,3,10,3,2,1
482,30,51,4,5,9,3,1
161,26,34,22,15,7,3,1
108,12,112,17,67,8,2,1
491,37,149,25,25,7,0,1
170,33,65,11,91,5,2,1
18,9,2,23,33,6,1,1
338,20,82,18,26,2,4,1
190,19,18,8,53,10,1,1
310,10,49,10,87,5,4,1
364,3,10,5,88,7,2,1
166,6,131,4,40,4,3,1
68,38,54,6,72,6,1,1
82,12,40,5,46,3,3,1
276,4,134,23,10,3,1,1
228,39,101,21,70,1,3,1
289,14,148,6,76,7,4,1
412,34,105,28,25,3,2,1
95,36,69,6,92,3,0,1
144,31,10,2,73,3,5,1
465,13,124,21,56,8,1,1
211,35,3,24,63,6,4,1
45,8,29,16,31,2,5,1
29,12,135,12,83,4,5,1
41,17,38,22,92,2,2,1
201,3,121,9,51,6,2,1
147,34,30,22,8,2,1,1
358,30,27,16,55,7,5,1
276,31,95,5,6,5,0,0
287,21,127,22,96,1,2,1
413,17,122,29,6,5,1,1
301,28,96,19,56,9,4,1
90,40,146,4,10,4,5,1
271,38,83,8,44,4,1,1
495,14,18,23,88,10,3,1
130,16,71,9,91,8,0,1
159,40,131,9,29,10,4,1
119,13,100,11,69,6,2,1
122,13,65,7,83,4,3,0
423,17,7,2,38,2,5,1
348,13,142,29,93,1,5,0
140,12,146,11,26,7,2,1
480,10,19,4,72,3,5,1
137,12,74,1,36,1,2,1
157,33,115,30,90,9,0,1
72,40,48,27,40,6,2,1
481,37,70,7,36,8,2,1
211,36,34,17,16,2,5,1
462,20,47,18,13,8,3,1
15,14,64,24,85,7,5,1
10,26,133,15,69,9,0,1
107,12,135,11,38,1,1,1
100,24,116,14,56,8,3,0
418,4,25,10,29,4,3,1
354,13,88,30,16,2,1,1
297,4,7,1,96,9,5,1
476,28,8,24,81,3,2,1
426,31,47,11,5,8,1,1
302,38,136,17,72,10,5,1
293,39,52,5,20,1,5,1
434,33,30,23,45,1,0,1
121,5,137,8,10,4,1,1
37,23,28,26,89,4,4,1
102,36,20,10,92,4,1,1
105,16,47,3,42,6,2,1
447,9,150,11,25,9,1,1
437,25,145,9,63,5,1,1
45,22,85,17,97,3,0,1
259,4,109,23,2,5,5,1
382,1,123,2,41,2,2,1
163,19,25,11,41,9,3,1
457,12,18,27,11,10,0,1
154,4,104,21,76,10,5,1
318,2,27,23,10,5,0,0
225,12,49,19,100,2,0,1
18,5,137,30,60,4,2,1
21,8,104,26,46,7,1,1
410,11,81,15,23,6,0,1
26,5,21,2,67,3,0,0
421,8,21,18,94,9,1,1
363,20,86,22,83,8,5,1
36,14,140,26,94,1,5,1
292,24,31,8,42,9,0,1
435,10,92,26,63,10,3,1
349,17,85,29,46,9,2,1
41,5,111,30,31,8,1,1
289,11,83,26,90,5,4,1
20,24,98,3,39,4,2,1
262,40,116,2,73,9,1,1
272,5,52,11,6,1,4,1
285,10,44,13,85,1,1,1
138,33,32,10,53,6,2,1
51,9,132,20,66,1,3,1
366,36,76,25,22,3,1,1
20,20,134,2,50,7,2,1
297,26,38,25,13,9,5,0
41,10,19,17,26,6,2,1
391,19,48,21,8,7,5,1
146,8,88,2,92,3,0,1
311,35,40,7,68,3,3,1
489,21,141,18,76,2,5,1
206,33,131,28,2,7,0,1
34,2,79,4,57,10,5,1
492,26,81,2,23,6,5,1
100,13,8,12,45,8,4,1
308,29,100,25,67,8,2,1
89,15,52,14,47,10,3,1
175,15,68,6,14,9,1,1
409,4,42,30,96,1,3,1
257,20,139,8,5,6,3,1
462,27,127,17,79,1,1,1
117,16,135,5,98,2,2,1
473,10,104,14,88,5,1,1
159,11,94,23,9,6,3,1
215,8,76,3,20,4,5,1
170,17,14,12,41,9,0,1
426,10,65,26,41,10,2,1
498,37,41,11,26,10,1,1
179,5,26,18,61,9,4,1
192,2,69,9,84,4,1,1
280,19,7,18,3,10,3,1
321,24,20,7,76,9,5,1
17,40,51,13,65,7,3,1
369,11,76,22,36,9,3,1
150,25,91,10,12,1,2,1
114,33,44,21,54,4,4,1
11,18,139,10,66,4,0,1
202,6,126,8,24,1,3,1
190,29,124,5,30,1,0,1
68,21,139,10,51,3,0,1
445,28,30,20,17,10,0,1
396,27,43,22,59,8,3,1
100,40,109,24,79,5,5,1
380,7,57,9,45,4,3,1
23,30,55,22,11,4,3,1
78,23,53,11,45,10,5,1
10,8,86,4,68,9,5,1
97,11,136,11,22,2,0,1
197,5,91,7,66,4,4,1
257,3,66,14,49,6,2,1
458,22,66,16,11,2,1,1
408,31,23,2,28,7,0,1
377,13,78,23,95,4,3,1
326,5,27,21,57,4,0,1
126,20,50,10,27,7,2,1
100,37,10,8,68,7,2,1
418,38,127,16,23,5,0,1
191,25,100,25,24,2,2,1
481,13,30,30,42,7,3,1
96,7,111,16,44,5,3,1
171,13,98,9,58,4,3,1
362,32,138,15,82,6,2,1
200,16,58,26,25,1,2,1
337,10,23,13,88,1,2,1
262,8,33,8,21,2,4,1
228,33,150,30,100,4,3,1
318,33,23,19,99,6,3,1
51,1,116,4,73,9,0,1
366,1,139,2,53,9,2,1
297,36,62,15,39,8,1,1
147,30,35,8,33,2,3,1
202,38,73,1,34,6,4,1
331,38,13,25,74,3,1,1
330,17,86,5,90,7,3,1
241,36,93,12,72,9,1,1
320,18,97,3,47,1,5,1
125,8,97,25,57,2,2,1
319,33,78,5,4,7,5,1
32,11,40,14,23,7,0,1
391,1,17,9,77,10,3,1
495,40,19,8,54,1,2,1
492,35,129,29,83,4,2,1
278,32,76,13,56,10,0,1
430,29,17,22,74,4,4,1
371,29,83,6,34,8,3,1
139,31,119,17,73,9,3,1
153,15,78,27,65,2,0,0
26,14,139,9,44,10,5,1
175,2,133,6,21,1,2,1
194,32,40,23,72,2,5,1
267,16,1,28,97,5,0,0
135,21,17,14,98,2,2,1
362,39,44,27,73,7,1,1
282,33,148,12,96,2,2,1
175,7,101,10,77,5,4,1
402,30,48,12,73,5,0,1
190,31,108,21,3,1,0,1
210,28,82,22,74,8,2,1
478,24,25,22,79,1,3,1
322,23,134,2,47,6,2,1
129,9,144,29,68,7,5,1
126,8,91,15,22,10,3,1
360,10,32,3,30,6,4,1
296,17,67,4,15,1,4,1
294,33,3,19,18,7,3,1
32,39,93,18,47,10,0,1
112,4,148,25,57,6,5,1
244,31,137,7,95,6,5,1
92,39,41,8,36,9,1,1
499,7,97,27,97,2,2,1
168,38,35,9,73,1,5,1
310,33,8,27,98,8,3,1
15,23,63,22,82,3,0,1
182,8,104,23,15,1,2,1
283,25,84,3,12,10,1,1
119,9,72,11,14,6,4,1
375,36,35,15,5,5,2,1
398,13,9,11,8,3,1,0
34,14,31,15,67,5,4,1
324,22,90,25,25,2,0,1
11,39,105,3,99,6,2,1
29,32,49,23,52,1,5,1
388,35,33,25,95,3,5,1
223,39,48,11,19,4,2,1
288,39,62,14,97,10,2,1
340,2,26,22,18,8,3,1
137,14,134,6,27,7,5,1
120,18,82,8,78,3,2,1
368,33,145,26,60,2,1,0
180,40,100,4,75,7,4,0
331,21,102,11,81,1,5,1
318,26,114,14,23,10,4,1
56,4,47,26,40,5,0,1
90,27,142,25,41,5,0,1
274,2,47,11,73,8,2,1
223,21,107,13,45,1,0,1
400,11,75,12,19,4,3,1
218,20,137,6,72,5,4,1
314,7,97,19,61,7,3,1
420,16,87,12,29,5,1,1
435,35,89,15,53,9,4,1
385,7,17,9,26,4,0,0
300,10,41,26,65,5,0,1
311,8,26,21,86,5,1,1
219,17,106,16,52,4,1,1
19,22,90,14,25,10,5,1
66,19,54,15,25,3,5,1
348,19,36,12,77,3,5,1
301,17,44,15,96,3,5,1
471,22,24,2,45,1,2,1
397,27,63,23,26,7,5,1
94,16,120,27,45,1,3,1
336,3,53,3,100,8,0,1
294,10,105,15,36,2,1,1
303,24,49,3,71,2,0,1
239,23,142,13,92,7,1,1
381,28,16,8,83,5,2,1
263,7,62,19,89,6,5,1
225,28,79,11,58,9,0,1
272,24,51,3,92,4,0,1
422,28,133,13,77,6,4,1
370,3,105,10,93,2,2,0
433,28,106,28,26,4,5,1
400,17,86,15,42,4,2,1
439,13,87,20,34,9,2,1
229,40,104,1,56,4,1,1
378,8,57,19,73,1,5,1
378,20,9,25,76,1,1,1
253,20,70,9,5,8,4,1
298,4,8,12,87,8,2,1
55,37,24,17,19,7,0,1
220,21,81,17,12,5,3,1
32,30,105,27,48,4,3,1
272,12,82,20,16,5,5,1
398,6,103,16,46,4,1,1
319,12,12,30,48,2,3,1
468,19,91,14,36,5,3,1
462,20,75,10,52,2,1,1
266,23,73,22,33,7,1,1
371,38,53,26,62,4,0,1
332,25,39,29,68,2,5,1
146,21,58,5,23,9,3,1
284,30,45,3,88,2,5,1
448,12,51,8,75,9,1,1
214,31,139,22,69,4,1,1
70,34,89,15,65,2,2,1
259,34,57,11,40,2,4,1
405,8,147,21,68,3,0,0
241,5,81,23,41,1,0,0
369,28,13,8,19,10,5,1
210,34,139,28,6,2,0,1
482,38,9,19,4,8,3,1
86,9,85,21,26,1,5,1
229,39,74,17,38,9,1,1
492,20,116,20,51,1,5,1
345,10,102,1,67,2,1,1
405,15,99,29,96,1,2,1
81,20,56,29,34,9,4,1
110,31,116,7,80,7,4,1
403,14,71,11,64,2,2,1
285,36,32,3,6,5,0,1
232,7,92,24,38,6,3,1
182,25,85,23,35,6,0,1
301,11,32,25,92,10,1,1
211,27,23,22,62,7,4,1
196,19,35,28,97,10,3,1
101,6,28,25,6,1,5,1
211,2,81,17,80,2,0,1
385,20,99,18,61,10,4,1
479,13,94,12,92,2,4,1
451,8,32,21,37,4,5,1
483,16,66,9,13,9,4,1
364,22,122,1,91,6,4,1
414,3,102,18,88,3,2,1
48,20,25,18,91,10,2,1
320,40,78,28,37,10,4,0
354,1,48,14,76,9,5,1
164,27,91,25,63,9,0,1
374,18,116,24,79,5,5,1
160,28,53,26,84,3,1,1
31,38,132,25,66,4,4,1
342,32,8,6,42,3,3,1
30,37,59,27,34,7,4,1
56,2,38,25,19,10,5,1
248,18,21,18,31,2,2,1
352,28,56,29,41,3,4,1
117,15,50,28,27,8,3,1
135,15,9,1,49,1,5,1
189,40,112,22,53,5,4,1
281,29,94,22,7,5,3,1
51,6,30,1,100,4,2,1
308,32,83,30,44,3,4,1
493,14,32,6,1,3,1,1
441,3,1,10,33,10,1,0
247,12,112,28,38,5,0,1
487,4,67,19,50,6,4,1
161,21,44,22,29,9,1,1
248,31,69,10,86,2,1,1
478,21,100,5,82,4,3,1
298,2,32,20,42,1,2,1
170,21,50,27,62,1,5,1
62,31,126,29,32,3,5,1
148,36,135,26,84,8,0,1
174,39,81,22,8,3,1,1
227,39,98,21,82,10,2,1
33,20,3,24,12,2,4,1
382,19,9,30,58,10,1,0
319,5,121,9,48,10,5,1
288,19,5,18,75,9,3,1
276,20,143,28,34,1,0,1
142,11,95,22,52,4,3,1
114,30,89,10,54,2,4,1
50,37,92,4,3,10,3,1
46,20,57,23,70,1,5,1
358,11,149,9,31,3,5,1
24,28,57,10,11,1,0,1
324,16,100,13,89,7,0,1
198,34,104,11,61,1,4,1
250,9,104,7,2,1,3,0
438,4,132,7,9,6,2,1
38,29,144,22,88,6,0,1
295,34,144,2,1,2,1,1
274,16,52,15,98,7,4,1
496,25,139,11,19,9,1,1
24,19,72,13,57,1,3,1
153,23,134,5,85,6,4,1
332,8,150,27,17,10,2,1
297,20,69,27,28,6,4,1
483,21,25,8,22,5,3,1
58,35,34,24,57,7,2,1
88,13,38,21,28,6,1,1
186,19,77,29,50,1,3,1
142,31,64,12,51,9,5,1
258,13,118,10,76,3,5,1
104,23,119,6,38,10,2,1
437,6,145,14,53,2,0,1
348,25,78,15,81,1,1,1
396,18,40,15,38,3,5,1
201,6,34,2,68,10,2,1
319,24,5,5,68,3,2,1
299,11,130,10,88,3,0,1
111,23,6,4,29,5,2,1
441,26,55,2,5,2,2,1
355,35,30,7,72,2,2,1
152,5,54,15,5,10,1,1
199,24,123,22,92,4,4,1
21,3,101,2,36,3,4,1
77,27,72,2,48,3,5,1
401,38,90,25,62,7,1,1
438,23,19,20,18,4,3,1
113,11,27,2,95,8,0,1
316,40,12,12,7,8,3,1
169,12,92,18,16,3,0,1
57,10,38,2,86,10,5,1
28,18,16,9,26,6,0,1
345,9,121,26,47,9,5,0
174,7,134,30,71,9,5,1
444,14,74,16,5,3,2,1
274,8,13,14,26,3,2,1
319,14,123,2,93,1,4,1
108,12,45,5,33,9,2,1
336,5,104,1,39,3,0,1
89,21,93,17,32,5,4,1
480,10,146,23,53,1,3,1
58,24,61,26,63,1,0,1
184,1,136,14,2,10,1,1
146,27,9,30,84,2,4,1
270,4,73,13,69,5,0,1
404,15,78,13,98,10,5,1
304,34,3,18,79,9,5,1
336,21,139,14,69,9,4,1
145,33,91,30,37,6,4,1
231,18,108,17,62,2,0,1
341,6,109,7,43,6,5,1
306,5,90,8,6,2,3,1
494,6,37,19,28,6,2,1
286,27,28,30,81,6,4,1
428,5,27,2,46,3,5,1
293,23,139,6,32,2,0,1
390,25,43,27,38,8,4,1
230,20,84,20,52,5,5,1
181,27,103,10,48,6,1,1
226,15,121,30,74,4,4,1
83,36,150,7,3,5,5,1
379,12,51,14,80,6,3,1
172,23,49,27,41,3,1,1
325,33,141,4,7,6,0,1
35,16,144,15,29,5,3,1
62,10,148,24,31,4,5,1
85,36,143,22,1,7,3,1
126,17,31,5,58,4,1,1
111,38,79,30,36,10,0,1
161,26,89,15,16,9,4,1
24,5,120,11,13,1,2,1
406,29,34,6,11,9,5,0
140,37,114,3,79,2,3,1
248,20,14,27,25,3,4,1
333,10,59,29,34,4,5,1
261,17,34,14,75,4,4,0
145,36,130,2,71,2,2,1
360,26,10,23,92,8,3,1
198,28,77,25,27,4,5,1
26,30,14,7,82,7,0,1
60,22,81,7,64,4,0,1
382,20,30,6,45,6,3,1
358,4,140,16,9,9,0,1
156,20,107,24,50,2,1,1
101,14,32,8,2,9,4,1
38,9,98,20,87,3,0,1
73,26,149,24,60,7,3,1
72,40,132,1,49,2,0,1
262,27,52,4,40,7,4,1
147,9,55,6,25,1,1,1
27,36,34,2,92,4,1,1
356,31,20,13,4,4,2,1
17,5,75,27,83,3,1,0
262,4,16,2,83,6,5,1
224,9,123,19,14,10,2,1
441,33,23,3,48,4,2,1
499,23,21,10,87,7,4,1
253,11,107,2,45,9,4,1
38,4,112,2,49,8,5,1
142,36,131,28,15,4,5,1
83,5,89,1,78,2,3,1
400,13,35,11,84,2,4,1
183,19,23,11,2,8,5,1
91,24,45,1,17,8,2,1
463,6,148,1,63,7,0,1
183,19,6,25,49,8,1,1
26,29,77,22,53,4,4,1
117,8,88,1,74,3,5,1
374,20,121,22,93,8,1,1
134,20,135,17,89,2,5,1
478,3,83,17,96,4,1,1
168,13,118,22,19,6,0,0
126,17,53,4,82,6,4,1
116,13,119,23,88,9,0,1
287,29,100,15,56,1,2,1
405,7,76,14,31,6,4,1
245,31,105,17,13,5,3,1
188,18,78,2,27,5,4,1
110,29,132,29,3,3,5,0
129,18,135,23,77,10,1,1
126,2,139,26,75,7,0,1
425,21,5,30,24,7,5,1
114,19,34,19,23,3,4,1
478,28,7,1,8,4,1,1
382,34,48,6,19,6,5,1
424,5,64,1,78,1,5,1
431,34,4,1,70,3,0,1
422,2,72,3,13,2,0,1
409,40,108,24,83,7,5,1
243,24,6,21,38,10,0,1
468,19,16,18,80,6,5,1
79,34,41,12,92,10,2,1
500,38,75,14,32,2,2,1
49,37,13,27,14,8,4,1
290,32,34,18,82,10,2,1
461,11,26,18,32,5,4,1
23,25,143,7,3,7,4,1
296,27,97,19,82,8,1,1
61,30,6,1,16,4,2,1
63,40,94,10,91,3,2,1
223,17,82,18,13,6,2,1
64,40,5,25,65,8,1,1
184,39,61,2,70,8,4,1
108,7,75,27,85,8,1,1
382,22,91,3,31,5,0,1
56,25,117,18,24,8,0,1
209,3,86,16,76,7,3,1
42,31,76,20,11,9,4,0
282,14,57,17,49,1,4,1
319,1,72,15,35,9,3,1
95,11,4,15,99,7,1,1
124,24,101,24,85,4,1,1
495,22,70,7,41,6,5,1
191,22,34,5,32,4,1,1
227,31,80,27,8,7,1,1
164,16,132,12,52,1,2,1
177,22,66,11,8,9,2,1
256,23,93,25,56,4,1,1
426,17,75,1,86,3,3,1
140,22,117,28,22,10,3,1
425,39,108,11,2,4,3,1
356,17,136,5,23,2,3,1
157,12,138,3,5,5,3,1
441,1,42,16,94,7,4,1
63,14,73,7,59,2,0,1
459,16,57,14,67,8,0,1
445,8,72,12,40,2,5,1
342,25,130,1,60,8,0,1
359,8,38,24,91,5,5,1
325,27,125,4,38,7,4,1
340,33,135,14,92,2,5,1
257,2,63,12,44,2,2,1
23,5,21,6,4,6,3,1
182,32,31,15,99,1,3,1
156,35,123,1,96,8,1,1
29,18,103,10,20,4,3,1
269,32,131,12,44,3,1,1
287,3,49,18,26,4,3,1
364,37,10,14,96,5,3,1
229,20,115,21,99,2,2,1
187,2,75,10,12,8,4,1
163,1,37,18,34,1,4,1
303,37,70,8,6,10,2,1
358,13,133,4,88,5,1,1
84,9,18,30,71,5,0,1
109,25,23,9,29,5,5,1
288,18,120,13,88,4,1,1
200,35,31,14,52,7,4,0
174,26,81,1,35,8,3,1
387,19,107,9,86,7,4,0
114,26,105,21,62,9,0,1
203,34,75,7,89,5,0,1
209,23,64,26,71,1,0,1
408,18,100,16,57,3,3,1
45,28,38,16,18,2,1,1
109,34,145,14,77,1,0,1
164,23,86,20,74,10,1,1
401,9,39,28,54,5,1,1
401,23,74,17,46,3,5,1
127,1,13,2,37,9,4,1
472,2,2,29,64,9,1,1
69,40,77,2,61,9,0,1
12,2,27,28,95,9,1,1
101,31,1,24,78,9,2,1
496,33,6,22,17,1,4,1
137,17,143,10,72,10,5,1
330,14,91,12,96,1,4,1
44,37,29,15,60,4,0,1
456,24,8,28,88,9,2,1
247,17,38,17,3,9,0,1
465,24,43,13,45,3,1,1
183,22,110,21,66,6,2,1
218,1,29,19,23,7,1,1
392,40,53,1,94,6,5,1
18,11,18,9,56,5,4,1
260,31,2,2,24,6,5,1
96,8,105,20,30,6,3,1
477,31,37,8,63,1,0,1
466,4,12,12,6,8,1,1
400,34,133,4,68,3,3,1
467,3,131,26,42,5,3,1
21,12,111,16,38,10,4,1
349,7,60,27,99,3,0,1
446,10,23,4,67,5,1,1
106,25,44,23,88,9,0,1
257,10,46,22,38,4,4,1
410,31,146,1,31,2,0,1
218,23,30,11,69,3,3,1
364,25,80,18,34,6,4,1
209,9,120,20,19,9,0,1
358,5,15,14,98,8,3,1
293,40,114,1,84,4,0,1
161,26,1,30,9,5,1,1
459,1,83,21,17,4,4,1
170,5,55,2,34,7,3,1
78,7,33,27,24,4,5,1
50,26,40,9,75,1,4,1
415,22,148,2,46,9,3,1
489,3,97,6,57,1,3,1
170,16,84,11,30,10,2,1
80,19,62,29,69,1,5,0
260,19,4,6,61,9,1,1
218,2,97,8,69,7,4,1
473,19,116,16,16,9,4,1
383,33,56,16,18,6,1,1
317,36,122,15,77,3,5,1
12,9,7,5,66,1,5,1
387,34,140,26,34,5,0,1
67,15,38,26,51,3,0,1
56,19,122,24,24,10,4,1
356,22,48,18,55,1,1,1
264,26,107,7,89,6,0,1
287,8,108,17,73,6,2,1
441,39,71,12,85,5,4,1
353,17,90,15,85,3,0,1
178,8,91,20,75,3,2,1
376,4,141,29,73,8,3,1
426,7,32,9,32,6,0,1
128,33,9,20,20,8,0,1
322,33,69,18,96,9,4,0
399,10,136,13,33,5,5,1
291,1,37,1,21,1,1,1
91,34,29,9,54,5,4,1
139,21,33,27,16,4,0,1
278,33,32,15,13,2,0,1
278,35,50,23,43,5,5,1
391,29,4,24,32,8,4,1
485,32,55,1,71,6,1,1
115,4,141,6,99,8,4,1
143,21,137,1,51,1,2,1
263,27,123,25,40,2,1,1
203,21,92,10,18,9,2,1
303,4,79,9,9,10,0,1
40,14,135,12,58,9,2,1
380,32,115,25,38,4,1,1
111,30,81,30,78,2,0,1
270,23,27,19,10,2,2,1
142,2,136,5,80,5,0,1
338,36,34,3,80,4,1,1
97,2,26,16,19,4,5,1
19,40,70,5,15,1,2,1
363,12,125,9,32,10,3,1
436,35,48,2,59,3,0,1
162,16,73,17,92,1,2,1
450,22,80,2,66,6,4,1
24,16,148,6,56,7,2,0
84,1,85,21,35,1,5,1
119,16,142,22,51,9,1,1
378,32,12,23,14,5,3,1
74,7,130,1,43,3,2,0
177,31,123,18,35,6,1,1
346,38,1,18,7,10,1,1
466,27,125,23,34,7,4,1
348,8,8,16,8,3,3,1
134,6,31,16,32,2,5,1
67,19,29,12,94,5,1,1
215,2,34,18,19,4,4,1
215,16,138,16,62,10,5,1
57,35,61,5,2,10,2,1
196,19,42,15,39,3,0,1
56,7,7,16,96,4,1,1
419,18,3,8,5,3,1,1
361,25,147,21,1,1,3,1
173,39,124,2,58,6,0,1
440,35,13,17,19,6,2,1
428,29,63,8,97,6,1,1
41,37,124,30,68,3,5,1
164,18,43,23,77,1,1,1
52,22,132,7,30,10,2,1
407,3,144,22,16,1,0,1
323,38,89,9,28,4,3,1
319,35,47,30,57,2,4,1
482,27,84,13,66,8,1,1
160,10,135,15,28,7,4,1
36,24,119,19,28,8,3,1
201,17,139,10,94,4,4,1
32,2,142,18,14,8,2,1
423,5,23,9,21,4,0,0
200,4,128,8,58,1,5,1
330,1,23,12,25,10,3,1
40,40,84,23,19,7,0,1
433,36,143,21,70,7,3,1
356,31,72,9,4,9,2,1
392,21,149,22,43,1,4,1
305,10,13,9,60,4,5,1
444,39,113,26,81,7,5,1
248,14,108,17,41,1,0,1
238,21,81,24,36,8,2,1
91,27,96,11,23,9,4,1
255,9,142,18,48,10,4,1
373,22,125,18,69,8,2,1
195,13,102,15,36,8,1,1
371,39,128,3,24,1,4,1
100,7,105,8,43,9,0,1
394,28,31,21,75,3,3,0
58,32,34,29,26,2,1,1
93,40,54,1,34,3,0,1
426,27,144,9,74,2,0,1
278,11,76,10,76,2,2,1
209,30,115,20,22,9,2,1
149,5,130,27,49,5,4,0
321,29,134,15,25,5,5,1
145,22,114,7,52,4,4,1
181,34,59,2,43,2,0,1
49,19,92,9,67,2,5,1
229,37,32,14,19,10,4,1
264,40,94,21,35,6,3,1
387,13,23,18,97,2,4,1
429,21,149,11,78,3,0,1
263,13,97,12,87,3,1,1
140,6,70,4,73,6,0,1
141,35,46,5,58,1,0,1
255,5,84,5,4,8,0,1
179,26,66,16,93,5,0,1
280,22,82,21,86,8,3,1
412,2,84,6,32,10,4,1
369,20,63,20,60,2,2,1
116,11,88,3,74,6,0,1
114,9,25,20,62,7,2,1
366,11,121,19,59,4,1,1
23,35,71,26,9,9,3,1
261,17,50,19,94,5,3,1
94,39,16,5,49,1,4,1
150,3,118,9,30,2,3,1
394,14,100,4,60,10,2,1
339,33,71,28,1,9,4,1
76,39,121,14,15,3,1,1
378,29,65,11,60,9,5,1
249,5,4,30,50,2,0,0
225,25,134,6,39,2,0,1
417,35,112,20,12,1,2,1
178,30,125,6,23,10,0,1
107,16,149,18,1,10,3,1
469,23,130,1,5,8,4,1
430,40,121,24,93,6,0,1
32,23,45,8,54,4,5,0
369,8,120,24,38,1,0,1
107,13,139,22,5,4,5,1
156,31,76,9,39,6,0,1
177,35,10,26,14,8,0,1
77,17,54,29,84,6,3,1
499,8,74,29,57,5,4,1
204,35,111,26,58,6,1,1
315,33,139,19,30,1,5,1
269,34,56,1,14,7,0,1
147,10,15,12,14,10,0,1
437,19,18,23,64,10,5,1
435,16,38,9,29,5,3,1
251,20,94,2,89,8,5,1
372,21,77,20,36,10,3,1
366,17,76,28,15,1,1,1
81,34,102,27,74,2,3,1
288,4,125,29,77,4,4,1
341,39,125,1,38,6,2,1
123,6,87,24,63,8,5,1
491,21,44,9,56,9,5,1
170,31,9,10,91,4,4,1
260,15,7,18,72,3,4,1
180,29,99,28,87,4,5,1
363,25,140,2,37,9,4,1
